county,race,candidate,votes
Storey,UNITED STATES SENATOR (DEMOCRATIC),"KNIGHT, DAVID DREW",24
Storey,UNITED STATES SENATOR (DEMOCRATIC),"RHEINHART, ALLEN",13
Storey,UNITED STATES SENATOR (DEMOCRATIC),"SBAIH, JESSE",12
Storey,UNITED STATES SENATOR (DEMOCRATIC),"MAHENDRA, SUJEET ""BOBBY""",10
Storey,UNITED STATES SENATOR (DEMOCRATIC),"BURLEIGH, DANNY",8
Storey,UNITED STATES SENATOR (REPUBLICAN),"HELLER, DEAN (INCUMBENT)",578
Storey,UNITED STATES SENATOR (REPUBLICAN),"HECK, TOM",178
Storey,UNITED STATES SENATOR (REPUBLICAN),NONE OF THESE CANDIDATES,53
Storey,UNITED STATES SENATOR (REPUBLICAN),"BROOKS, SHERRY",29
Storey,UNITED STATES SENATOR (REPUBLICAN),"GAZALA, SARAH",21
Storey,UNITED STATES SENATOR (REPUBLICAN),"HARRELL, VIC",8
Storey,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","FOGARTY, PATRICK",81
Storey,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","SHEPHERD, RICK",79
Storey,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","KOBLE, CLINT",62
Storey,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","ALM, VANCE",54
Storey,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","SCHOFIELD JR., JACK L.",32
Storey,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","HURLEY, JESSE DOUGLAS",24
Storey,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (REPUBLICAN)","AMODEI, MARK E. (INCUMBENT)",569
Storey,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (REPUBLICAN)","ANGLE, SHARRON",170
Storey,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (REPUBLICAN)","BECK, JOEL",90
Storey,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (REPUBLICAN)","LUETKEHANS, IAN",16
Storey,GOVERNOR (DEMOCRATIC),"SISOLAK, STEVE",181
Storey,GOVERNOR (DEMOCRATIC),"GIUNCHIGLIANI, CHRISTINA ""CHRIS G""",131
Storey,GOVERNOR (DEMOCRATIC),NONE OF THESE CANDIDATES,38
Storey,GOVERNOR (DEMOCRATIC),"JONES, DAVID E.",12
Storey,GOVERNOR (DEMOCRATIC),"BONAVENTURA, JOHN",9
Storey,GOVERNOR (DEMOCRATIC),"DEWAN, ASHEESH",6
Storey,GOVERNOR (DEMOCRATIC),"THORNS, HENRY",3
Storey,GOVERNOR (REPUBLICAN),"LAXALT, ADAM PAUL",617
Storey,GOVERNOR (REPUBLICAN),"SCHWARTZ, DAN",78
Storey,GOVERNOR (REPUBLICAN),NONE OF THESE CANDIDATES,63
Storey,GOVERNOR (REPUBLICAN),"CARLISLE, STEPHANIE",39
Storey,GOVERNOR (REPUBLICAN),"BOYD, WILLIAM ""BILL""",30
Storey,GOVERNOR (REPUBLICAN),"FISHER, JARED L.",30
Storey,GOVERNOR (REPUBLICAN),"LUSAK, STAN",10
Storey,GOVERNOR (REPUBLICAN),"CONQUEST, FREDERICK L.",2
Storey,GOVERNOR (REPUBLICAN),"DUNDAS, EDWARD F.",2
Storey,LIEUTENANT GOVERNOR (DEMOCRATIC),"MARSHALL, KATE",255
Storey,LIEUTENANT GOVERNOR (DEMOCRATIC),NONE OF THESE CANDIDATES,65
Storey,LIEUTENANT GOVERNOR (DEMOCRATIC),"HANSEN, LAURIE L.",47
Storey,LIEUTENANT GOVERNOR (REPUBLICAN),"ROBERSON, MICHAEL",304
Storey,LIEUTENANT GOVERNOR (REPUBLICAN),NONE OF THESE CANDIDATES,195
Storey,LIEUTENANT GOVERNOR (REPUBLICAN),"HOOVER, EUGENE",119
Storey,LIEUTENANT GOVERNOR (REPUBLICAN),"JONES, BRENT A.",119
Storey,LIEUTENANT GOVERNOR (REPUBLICAN),"MEYERS, GARY ANTHONY",56
Storey,LIEUTENANT GOVERNOR (REPUBLICAN),"LAFATA, SCOTT ANTHONY",49
Storey,SECRETARY OF STATE (REPUBLICAN),"CEGAVSKE, BARBARA K. (INCUMBENT)",439
Storey,SECRETARY OF STATE (REPUBLICAN),"ALDRIDGE, ERNEST C.",266
Storey,SECRETARY OF STATE (REPUBLICAN),NONE OF THESE CANDIDATES,129
Storey,STATE TREASURER (REPUBLICAN),"BEERS, BOB",547
Storey,STATE TREASURER (REPUBLICAN),"UEHARA, DEREK",153
Storey,STATE TREASURER (REPUBLICAN),NONE OF THESE CANDIDATES,139
Storey,ATTORNEY GENERAL (DEMOCRATIC),"FORD, AARON",217
Storey,ATTORNEY GENERAL (DEMOCRATIC),"MACKIE, STUART J.",74
Storey,ATTORNEY GENERAL (DEMOCRATIC),NONE OF THESE CANDIDATES,73
Storey,ATTORNEY GENERAL (REPUBLICAN),"DUNCAN, WES",452
Storey,ATTORNEY GENERAL (REPUBLICAN),"MUELLER, CRAIG",278
Storey,ATTORNEY GENERAL (REPUBLICAN),NONE OF THESE CANDIDATES,116
Storey,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)",NONE OF THESE CANDIDATES,392
Storey,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","CADISH, ELISSA",333
Storey,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","ABERASTURI, LEON",252
Storey,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","RUTLEDGE, JOHN",202
Storey,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","TAO, JERRY",164
Storey,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","LEFEBVRE, ALAN J.",91
Storey,"UNIVERSITY BOARD OF REGENTS, DISTRICT 9 (NONPARTISAN)","DEL CARLO, CAROL (INCUMBENT)",1257
Storey,"COUNTY COMMISSIONER, DISTRICT 2 (REPUBLICAN)","CARMONA, JAY",463
Storey,"COUNTY COMMISSIONER, DISTRICT 2 (REPUBLICAN)","MCGUFFEY, JACK R. (INCUMBENT)",397
Storey,DISTRICT ATTORNEY (REPUBLICAN),"LANGER, ANNE (INCUMBENT)",458
Storey,DISTRICT ATTORNEY (REPUBLICAN),"NEIDERT, DAVE",388
Storey,"SCHOOL BOARD, SEAT 2-B (NONPARTISAN)","MILLER, DAWN (INCUMBENT)",1262
Storey,"SCHOOL BOARD, SEAT 1-C (NONPARTISAN)","THOMPSON, TOM (INCUMBENT)",1281
Storey,SHERIFF (NONPARTISAN),"ANTINORO, GERALD (INCUMBENT)",823
Storey,SHERIFF (NONPARTISAN),"CULLEN, MIKE",678
Storey,SHERIFF (NONPARTISAN),"CLARK, BRUCE",42
Storey,JUSTICE OF THE PEACE (NONPARTISAN),"HERRINGTON, EILEEN F. (INCUMBENT)",1288
Washoe,UNITED STATES SENATOR (DEMOCRATIC),"ROSEN, JACKY",22339
Washoe,UNITED STATES SENATOR (DEMOCRATIC),NONE OF THESE CANDIDATES,1662
Washoe,UNITED STATES SENATOR (DEMOCRATIC),"KNIGHT, DAVID DREW",1115
Washoe,UNITED STATES SENATOR (DEMOCRATIC),"SBAIH, JESSE",1053
Washoe,UNITED STATES SENATOR (DEMOCRATIC),"RHEINHART, ALLEN",968
Washoe,UNITED STATES SENATOR (DEMOCRATIC),"MAHENDRA, SUJEET ""BOBBY""",765
Washoe,UNITED STATES SENATOR (DEMOCRATIC),"BURLEIGH, DANNY",516
Washoe,UNITED STATES SENATOR (REPUBLICAN),"HELLER, DEAN (INCUMBENT)",22310
Washoe,UNITED STATES SENATOR (REPUBLICAN),"HECK, TOM",5695
Washoe,UNITED STATES SENATOR (REPUBLICAN),NONE OF THESE CANDIDATES,1336
Washoe,UNITED STATES SENATOR (REPUBLICAN),"BROOKS, SHERRY",958
Washoe,UNITED STATES SENATOR (REPUBLICAN),"GAZALA, SARAH",832
Washoe,UNITED STATES SENATOR (REPUBLICAN),"HARRELL, VIC",222
Washoe,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","KOBLE, CLINT",7041
Washoe,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","FOGARTY, PATRICK",6325
Washoe,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","SHEPHERD, RICK",5613
Washoe,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","ALM, VANCE",3423
Washoe,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","HURLEY, JESSE DOUGLAS",1990
Washoe,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","SCHOFIELD JR., JACK L.",1705
Washoe,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (REPUBLICAN)","AMODEI, MARK E. (INCUMBENT)",22032
Washoe,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (REPUBLICAN)","ANGLE, SHARRON",5632
Washoe,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (REPUBLICAN)","BECK, JOEL",2724
Washoe,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (REPUBLICAN)","LUETKEHANS, IAN",509
Washoe,GOVERNOR (DEMOCRATIC),"GIUNCHIGLIANI, CHRISTINA ""CHRIS G""",14840
Washoe,GOVERNOR (DEMOCRATIC),"SISOLAK, STEVE",11228
Washoe,GOVERNOR (DEMOCRATIC),NONE OF THESE CANDIDATES,1166
Washoe,GOVERNOR (DEMOCRATIC),"BONAVENTURA, JOHN",485
Washoe,GOVERNOR (DEMOCRATIC),"JONES, DAVID E.",442
Washoe,GOVERNOR (DEMOCRATIC),"DEWAN, ASHEESH",292
Washoe,GOVERNOR (DEMOCRATIC),"THORNS, HENRY",262
Washoe,GOVERNOR (REPUBLICAN),"LAXALT, ADAM PAUL",24010
Washoe,GOVERNOR (REPUBLICAN),"SCHWARTZ, DAN",2736
Washoe,GOVERNOR (REPUBLICAN),NONE OF THESE CANDIDATES,1288
Washoe,GOVERNOR (REPUBLICAN),"CARLISLE, STEPHANIE",1183
Washoe,GOVERNOR (REPUBLICAN),"FISHER, JARED L.",1018
Washoe,GOVERNOR (REPUBLICAN),"BOYD, WILLIAM ""BILL""",751
Washoe,GOVERNOR (REPUBLICAN),"LUSAK, STAN",174
Washoe,GOVERNOR (REPUBLICAN),"CONQUEST, FREDERICK L.",110
Washoe,GOVERNOR (REPUBLICAN),"DUNDAS, EDWARD F.",96
Washoe,LIEUTENANT GOVERNOR (DEMOCRATIC),"MARSHALL, KATE",22157
Washoe,LIEUTENANT GOVERNOR (DEMOCRATIC),"HANSEN, LAURIE L.",3714
Washoe,LIEUTENANT GOVERNOR (DEMOCRATIC),NONE OF THESE CANDIDATES,1994
Washoe,LIEUTENANT GOVERNOR (REPUBLICAN),"ROBERSON, MICHAEL",13578
Washoe,LIEUTENANT GOVERNOR (REPUBLICAN),"HOOVER, EUGENE",5074
Washoe,LIEUTENANT GOVERNOR (REPUBLICAN),"JONES, BRENT A.",4869
Washoe,LIEUTENANT GOVERNOR (REPUBLICAN),NONE OF THESE CANDIDATES,3853
Washoe,LIEUTENANT GOVERNOR (REPUBLICAN),"MEYERS, GARY ANTHONY",1854
Washoe,LIEUTENANT GOVERNOR (REPUBLICAN),"LAFATA, SCOTT ANTHONY",1116
Washoe,SECRETARY OF STATE (REPUBLICAN),"CEGAVSKE, BARBARA K. (INCUMBENT)",18369
Washoe,SECRETARY OF STATE (REPUBLICAN),"ALDRIDGE, ERNEST C.",8302
Washoe,SECRETARY OF STATE (REPUBLICAN),NONE OF THESE CANDIDATES,3248
Washoe,STATE TREASURER (REPUBLICAN),"BEERS, BOB",20614
Washoe,STATE TREASURER (REPUBLICAN),"UEHARA, DEREK",6061
Washoe,STATE TREASURER (REPUBLICAN),NONE OF THESE CANDIDATES,3294
Washoe,ATTORNEY GENERAL (DEMOCRATIC),"FORD, AARON",20092
Washoe,ATTORNEY GENERAL (DEMOCRATIC),"MACKIE, STUART J.",4352
Washoe,ATTORNEY GENERAL (DEMOCRATIC),NONE OF THESE CANDIDATES,2970
Washoe,ATTORNEY GENERAL (REPUBLICAN),"DUNCAN, WES",19287
Washoe,ATTORNEY GENERAL (REPUBLICAN),"MUELLER, CRAIG",8706
Washoe,ATTORNEY GENERAL (REPUBLICAN),NONE OF THESE CANDIDATES,2520
Washoe,"STATE SENATE, DISTRICT 16 (REPUBLICAN)","KIECKHEFER, BEN (INCUMBENT)",4713
Washoe,"STATE SENATE, DISTRICT 16 (REPUBLICAN)","SCHMIDT, GARY R.",3553
Washoe,"STATE ASSEMBLY, DISTRICT 24 (DEMOCRATIC)","PETERS, SARAH",1780
Washoe,"STATE ASSEMBLY, DISTRICT 24 (DEMOCRATIC)","STEWART, TOM",882
Washoe,"STATE ASSEMBLY, DISTRICT 24 (DEMOCRATIC)","CONTINE, DEONNE",819
Washoe,"STATE ASSEMBLY, DISTRICT 24 (DEMOCRATIC)","COLEMAN, EDWARD",303
Washoe,"STATE ASSEMBLY, DISTRICT 32 (REPUBLICAN)","HANSEN, ALEXIS M.",1833
Washoe,"STATE ASSEMBLY, DISTRICT 32 (REPUBLICAN)","FRANSWAY, TOM",839
Washoe,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","CADISH, ELISSA",25969
Washoe,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","ABERASTURI, LEON",10026
Washoe,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","TAO, JERRY",9204
Washoe,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)",NONE OF THESE CANDIDATES,8289
Washoe,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","RUTLEDGE, JOHN",7796
Washoe,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","LEFEBVRE, ALAN J.",3559
Washoe,"UNIVERSITY BOARD OF REGENTS, DISTRICT 9 (NONPARTISAN)","DEL CARLO, CAROL (INCUMBENT)",2533
Washoe,"COUNTY COMMISSION, DISTRICT 2 (REPUBLICAN)","LUCEY, BOB (INCUMBENT)",4542
Washoe,"COUNTY COMMISSION, DISTRICT 2 (REPUBLICAN)","BUCHANAN, KELVIN J. ""KEL""",2030
Washoe,"COUNTY COMMISSION, DISTRICT 2 (REPUBLICAN)","DELAIRE, BRET EDWARD",1365
Washoe,"COUNTY COMMISSION, DISTRICT 3 (DEMOCRATIC)","JUNG, KITTY K. (INCUMBENT)",2713
Washoe,"COUNTY COMMISSION, DISTRICT 3 (DEMOCRATIC)","GRUSH, AUSTIN JACOB",841
Washoe,"COUNTY COMMISSION, DISTRICT 5 (DEMOCRATIC)","JUDD, LINDSY",2204
Washoe,"COUNTY COMMISSION, DISTRICT 5 (DEMOCRATIC)","SMITH, GREG",1848
Washoe,COUNTY ASSESSOR (DEMOCRATIC),"EVANS, H. D. ""CHIP""",13386
Washoe,COUNTY ASSESSOR (DEMOCRATIC),"JAUREGUI-JACKINS, WENDY",13019
Washoe,COUNTY ASSESSOR (REPUBLICAN),"CLARK, MICHAEL E. (INCUMBENT)",14457
Washoe,COUNTY ASSESSOR (REPUBLICAN),"SARMAN, CHRIS",6585
Washoe,COUNTY ASSESSOR (REPUBLICAN),"CLARK, AARON",3890
Washoe,COUNTY ASSESSOR (REPUBLICAN),"MACIEL, LISA",3869
Washoe,"SCHOOL BOARD TRUSTEE, DISTRICT B (NONPARTISAN)","MINETTO, ELLEN",3923
Washoe,"SCHOOL BOARD TRUSTEE, DISTRICT B (NONPARTISAN)","VANDERWELL, DIAN",2892
Washoe,"SCHOOL BOARD TRUSTEE, DISTRICT B (NONPARTISAN)","MORLET, DAVID",2855
Washoe,"SCHOOL BOARD TRUSTEE, DISTRICT F AT-LARGE (NONPARTISAN)","CHURCH, JEFFREY",9248
Washoe,"SCHOOL BOARD TRUSTEE, DISTRICT F AT-LARGE (NONPARTISAN)","CALVERT, JACQUELINE",8971
Washoe,"SCHOOL BOARD TRUSTEE, DISTRICT F AT-LARGE (NONPARTISAN)","GONDA, RYAN",8107
Washoe,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (NONPARTISAN),"CALLICRATE, TIM G. (INCUMBENT)",1065
Washoe,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (NONPARTISAN),"WONG, KENDRA W. (INCUMBENT)",1028
Washoe,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (NONPARTISAN),"SIMONIAN, BRUCE EDWARD",964
Washoe,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (NONPARTISAN),"SCHMITZ, SARA",896
Washoe,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (NONPARTISAN),"ROBINSON, TONY",193
Washoe,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT (NONPARTISAN),"PRICE, BENECIA",98
Washoe,SHERIFF (NONPARTISAN),"BALAAM, DARIN",30705
Washoe,SHERIFF (NONPARTISAN),"HOWE, HEIDI",16749
Washoe,SHERIFF (NONPARTISAN),"BOXX, SHERMAN BARD",5846
Washoe,SHERIFF (NONPARTISAN),"MEYER, KIM",5551
Washoe,SHERIFF (NONPARTISAN),"FOX, ALLAN",3348
Washoe,SHERIFF (NONPARTISAN),"HOPKINS, ADAM EUGENE",2555
Washoe,SHERIFF (NONPARTISAN),"COSSIO, JERRY GUZMAN",1247
Washoe,"JUSTICE OF THE PEACE, GERLACH/WADSWORTH (NONPARTISAN)","GRAHAM, TERRY L. (INCUMBENT)",211
Washoe,"JUSTICE OF THE PEACE, INCLINE VILLAGE (NONPARTISAN)","TIRAS, E. ALAN (INCUMBENT)",2023
Washoe,"JUSTICE OF THE PEACE, RENO/VERDI, DEPARTMENT 1 (NONPARTISAN)","DREILING, DEREK",39639
Washoe,"JUSTICE OF THE PEACE, RENO/VERDI, DEPARTMENT 6 (NONPARTISAN)","HASCHEFF, PIERRE (INCUMBENT)",40321
Washoe,"JUSTICE OF THE PEACE, SPARKS, DEPARTMENT 1 (NONPARTISAN)","WILSON, CHRIS (INCUMBENT)",16748
Washoe,CITY OF RENO MAYOR (NONPARTISAN),"SCHIEVE, HILLARY (INCUMBENT)",20991
Washoe,CITY OF RENO MAYOR (NONPARTISAN),"LORTON, EDDIE",6084
Washoe,CITY OF RENO MAYOR (NONPARTISAN),"SHIRAZI, AZZI",1584
Washoe,CITY OF RENO MAYOR (NONPARTISAN),"MANTLE, WILLIAM",1517
Washoe,CITY OF RENO MAYOR (NONPARTISAN),"HAGEN, MICHAEL",1217
Washoe,CITY OF RENO MAYOR (NONPARTISAN),"CORISTINE, JOHN",822
Washoe,CITY OF RENO MAYOR (NONPARTISAN),"DEHNE, CHAD",754
Washoe,CITY OF RENO MAYOR (NONPARTISAN),"RAZO, JESSE O.",380
Washoe,"RENO CITY COUNCIL, WARD 2 (NONPARTISAN)","DUERR, NAOMI (INCUMBENT)",4634
Washoe,"RENO CITY COUNCIL, WARD 2 (NONPARTISAN)","LAWRENCE, JOE",2476
Washoe,"RENO CITY COUNCIL, WARD 2 (NONPARTISAN)","DAVIS, MARIA",1088
Washoe,"RENO CITY COUNCIL, WARD 4 (NONPARTISAN)","WEBER, BONNIE",2014
Washoe,"RENO CITY COUNCIL, WARD 4 (NONPARTISAN)","MCKENZIE, PAUL D. (INCUMBENT)",1565
Washoe,"RENO CITY COUNCIL, WARD 4 (NONPARTISAN)","YOTT, JOSEPH",191
Washoe,CITY OF SPARKS MAYOR (NONPARTISAN),"SMITH, RON",7901
Washoe,CITY OF SPARKS MAYOR (NONPARTISAN),"STOLYAROV, WENDY",2085
Washoe,CITY OF SPARKS MAYOR (NONPARTISAN),"BONANO, JEFF",1813
Washoe,CITY OF SPARKS MAYOR (NONPARTISAN),"WACKER, ERIC",1146
Washoe,"SPARKS CITY COUNCIL, WARD 4 (NONPARTISAN)","BYBEE, CHARLENE T. (INCUMBENT)",2804
Washoe,"SPARKS CITY COUNCIL, WARD 4 (NONPARTISAN)","HUNT, BRIAN",658
Washoe,"SPARKS CITY COUNCIL, WARD 4 (NONPARTISAN)","VIOLA JR., RUDY",466
White Pine,UNITED STATES SENATOR (DEMOCRATIC),"ROSEN, JACKY",162
White Pine,UNITED STATES SENATOR (DEMOCRATIC),NONE OF THESE CANDIDATES,143
White Pine,UNITED STATES SENATOR (DEMOCRATIC),"BURLEIGH, DANNY",49
White Pine,UNITED STATES SENATOR (DEMOCRATIC),"RHEINHART, ALLEN",42
White Pine,UNITED STATES SENATOR (DEMOCRATIC),"KNIGHT, DAVID DREW",40
White Pine,UNITED STATES SENATOR (DEMOCRATIC),"MAHENDRA, SUJEET ""BOBBY""",16
White Pine,UNITED STATES SENATOR (DEMOCRATIC),"SBAIH, JESSE",14
White Pine,UNITED STATES SENATOR (REPUBLICAN),"HELLER, DEAN (INCUMBENT)",747
White Pine,UNITED STATES SENATOR (REPUBLICAN),"HECK, TOM",164
White Pine,UNITED STATES SENATOR (REPUBLICAN),NONE OF THESE CANDIDATES,54
White Pine,UNITED STATES SENATOR (REPUBLICAN),"BROOKS, SHERRY",27
White Pine,UNITED STATES SENATOR (REPUBLICAN),"GAZALA, SARAH",27
White Pine,UNITED STATES SENATOR (REPUBLICAN),"HARRELL, VIC",6
White Pine,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","HORSFORD, STEVEN A.",200
White Pine,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","SPEARMAN, PATRICIA ""PAT""",78
White Pine,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","STEPHENS, ALLISON",45
White Pine,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","VILELA, AMY",43
White Pine,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","ANZALONE, JOHN",38
White Pine,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","ZELLER, SID",36
White Pine,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","HARDY, CRESENT",508
White Pine,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","GIBBS, DAVID GLENN",177
White Pine,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","TOWNSEND, BILL",102
White Pine,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","MILLER, JEFF",64
White Pine,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","WEGNER, KENNETH A.",63
White Pine,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","MONROE, MIKE",58
White Pine,GOVERNOR (DEMOCRATIC),"GIUNCHIGLIANI, CHRISTINA ""CHRIS G""",162
White Pine,GOVERNOR (DEMOCRATIC),NONE OF THESE CANDIDATES,106
White Pine,GOVERNOR (DEMOCRATIC),"SISOLAK, STEVE",89
White Pine,GOVERNOR (DEMOCRATIC),"JONES, DAVID E.",54
White Pine,GOVERNOR (DEMOCRATIC),"BONAVENTURA, JOHN",39
White Pine,GOVERNOR (DEMOCRATIC),"THORNS, HENRY",11
White Pine,GOVERNOR (DEMOCRATIC),"DEWAN, ASHEESH",10
White Pine,GOVERNOR (REPUBLICAN),"LAXALT, ADAM PAUL",707
White Pine,GOVERNOR (REPUBLICAN),NONE OF THESE CANDIDATES,81
White Pine,GOVERNOR (REPUBLICAN),"FISHER, JARED L.",76
White Pine,GOVERNOR (REPUBLICAN),"SCHWARTZ, DAN",72
White Pine,GOVERNOR (REPUBLICAN),"CARLISLE, STEPHANIE",38
White Pine,GOVERNOR (REPUBLICAN),"BOYD, WILLIAM ""BILL""",37
White Pine,GOVERNOR (REPUBLICAN),"DUNDAS, EDWARD F.",6
White Pine,GOVERNOR (REPUBLICAN),"CONQUEST, FREDERICK L.",5
White Pine,GOVERNOR (REPUBLICAN),"LUSAK, STAN",5
White Pine,LIEUTENANT GOVERNOR (DEMOCRATIC),"MARSHALL, KATE",239
White Pine,LIEUTENANT GOVERNOR (DEMOCRATIC),NONE OF THESE CANDIDATES,116
White Pine,LIEUTENANT GOVERNOR (DEMOCRATIC),"HANSEN, LAURIE L.",110
White Pine,LIEUTENANT GOVERNOR (REPUBLICAN),"ROBERSON, MICHAEL",459
White Pine,LIEUTENANT GOVERNOR (REPUBLICAN),NONE OF THESE CANDIDATES,183
White Pine,LIEUTENANT GOVERNOR (REPUBLICAN),"JONES, BRENT A.",154
White Pine,LIEUTENANT GOVERNOR (REPUBLICAN),"HOOVER, EUGENE",95
White Pine,LIEUTENANT GOVERNOR (REPUBLICAN),"MEYERS, GARY ANTHONY",60
White Pine,LIEUTENANT GOVERNOR (REPUBLICAN),"LAFATA, SCOTT ANTHONY",38
White Pine,SECRETARY OF STATE (REPUBLICAN),"CEGAVSKE, BARBARA K. (INCUMBENT)",557
White Pine,SECRETARY OF STATE (REPUBLICAN),"ALDRIDGE, ERNEST C.",295
White Pine,SECRETARY OF STATE (REPUBLICAN),NONE OF THESE CANDIDATES,141
White Pine,STATE TREASURER (REPUBLICAN),"BEERS, BOB",600
White Pine,STATE TREASURER (REPUBLICAN),"UEHARA, DEREK",227
White Pine,STATE TREASURER (REPUBLICAN),NONE OF THESE CANDIDATES,167
White Pine,ATTORNEY GENERAL (DEMOCRATIC),"FORD, AARON",230
White Pine,ATTORNEY GENERAL (DEMOCRATIC),NONE OF THESE CANDIDATES,127
White Pine,ATTORNEY GENERAL (DEMOCRATIC),"MACKIE, STUART J.",109
White Pine,ATTORNEY GENERAL (REPUBLICAN),"DUNCAN, WES",562
White Pine,ATTORNEY GENERAL (REPUBLICAN),"MUELLER, CRAIG",299
White Pine,ATTORNEY GENERAL (REPUBLICAN),NONE OF THESE CANDIDATES,137
White Pine,"STATE ASSEMBLY, DISTRICT 33 (REPUBLICAN)","ELLISON, JOHN C. (INCUMBENT)",687
White Pine,"STATE ASSEMBLY, DISTRICT 33 (REPUBLICAN)","JOHNSON, CHRIS J.",281
White Pine,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)",NONE OF THESE CANDIDATES,468
White Pine,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","CADISH, ELISSA",347
White Pine,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","RUTLEDGE, JOHN",283
White Pine,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","ABERASTURI, LEON",240
White Pine,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","TAO, JERRY",164
White Pine,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","LEFEBVRE, ALAN J.",146
White Pine,COUNTY CLERK (REPUBLICAN),"BALDWIN, NICHOLE (INCUMBENT)",553
White Pine,COUNTY CLERK (REPUBLICAN),"RHOADES, MEG M.",455
White Pine,COUNTY COMMISSIONER SEAT 1 (REPUBLICAN),"BULLIS, IAN",522
White Pine,COUNTY COMMISSIONER SEAT 1 (REPUBLICAN),"MCKENZIE, CAROL O. (INCUMBENT)",481
White Pine,COUNTY COMMISSIONER SEAT 5 (REPUBLICAN),"GODON, TRAVIS",669
White Pine,COUNTY COMMISSIONER SEAT 5 (REPUBLICAN),"DISHONG, JOHNATHAN",318
