county name,race name,candidate,party,early votes,election day votes,absentee votes,total votes
Queen Anne's,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,14,,0,51
Queen Anne's,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,77,,0,242
Queen Anne's,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,184,,0,606
Queen Anne's,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,13,,0,36
Queen Anne's,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,24,,0,60
Queen Anne's,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,58,,0,166
Queen Anne's,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,49,,0,132
Queen Anne's,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,30,,0,74
Queen Anne's,Democratic Candidates ,Ben Cardin,Democratic,862,,0,"2,149"
Queen Anne's,Democratic Candidates ,Erik Jetmir,Democratic,7,,0,19
Queen Anne's,Democratic Candidates ,Chelsea Manning,Democratic,57,,0,157
Queen Anne's,Democratic Candidates ,Marcia H. Morgan,Democratic,21,,0,51
Queen Anne's,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,17,,0,71
Queen Anne's,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,7,,0,34
Queen Anne's,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,21,,0,63
Queen Anne's,Democratic Candidates ,Lih Young,Democratic,10,,0,37
Queen Anne's,"Representative in Congress

District 1
Republican Candidates ",Martin Elborn,Republican,183,,0,509
Queen Anne's,"Representative in Congress

District 1
Republican Candidates ",Andy Harris,Republican,"1,230",,0,"3,850"
Queen Anne's,"Representative in Congress

District 1
Republican Candidates ",Lamont Taylor,Republican,52,,0,172
Queen Anne's,Democratic Candidates ,Michael Brown,Democratic,134,,0,373
Queen Anne's,Democratic Candidates ,Jesse Colvin,Democratic,390,,0,978
Queen Anne's,Democratic Candidates ,Allison Galbraith,Democratic,199,,0,525
Queen Anne's,Democratic Candidates ,Erik Lane,Democratic,9,,0,42
Queen Anne's,Democratic Candidates ,Michael Pullen,Democratic,172,,0,396
Queen Anne's,Democratic Candidates ,Steve Worton,Democratic,46,,0,114
Queen Anne's,"State Senator

District 36
Republican Candidates ","Stephen S. Hershey, Jr.",Republican,"1,325",,0,"4,083"
Queen Anne's,Democratic Candidates ,Heather Lynette Sinclair,Democratic,845,,0,"2,173"
Queen Anne's,"House of Delegates

District 36
Republican Candidates ",Jeff Ghrist (Caroline County),Republican,835,,0,"2,566"
Queen Anne's,"House of Delegates

District 36
Republican Candidates ","Michael D. Smigiel, Jr. (Cecil County)",Republican,296,,0,833
Queen Anne's,"House of Delegates

District 36
Republican Candidates ",Jay A. Jacobs (Kent County),Republican,863,,0,"2,673"
Queen Anne's,"House of Delegates

District 36
Republican Candidates ",Steven James Arentz (Queen Anne's County),Republican,962,,0,"2,957"
Queen Anne's,"House of Delegates

District 36
Republican Candidates ",Rick Bowers (Queen Anne's County),Republican,438,,0,"1,356"
Queen Anne's,"House of Delegates

District 36
Republican Candidates ",Wick Dudley (Queen Anne's County),Republican,415,,0,"1,229"
Queen Anne's,"Caroline County
Democratic Candidates ",Keirien Taylor,Democratic,727,,0,"1,870"
Queen Anne's,"Cecil County
Democratic Candidates ",Michael Ian Welker,Democratic,718,,0,"1,825"
Queen Anne's,"Queen Anne's County
Democratic Candidates ",Crystal Woodward,Democratic,835,,0,"2,140"
St. Mary's,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,"1,116",,0,"5,567"
St. Mary's,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,284,,0,"1,204"
St. Mary's,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,24,,0,143
St. Mary's,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,262,,0,"1,315"
St. Mary's,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,15,,0,120
St. Mary's,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,63,,0,378
St. Mary's,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,48,,0,203
St. Mary's,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,23,,0,155
St. Mary's,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,63,,0,285
St. Mary's,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,193,,0,718
St. Mary's,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,899,,0,"4,390"
St. Mary's,Democratic Candidates ,Peter Franchot,Democratic,884,,0,"4,029"
St. Mary's,"Attorney General

Republican Candidates ",Craig Wolf,Republican,951,,0,"4,585"
St. Mary's,Democratic Candidates ,Brian E. Frosh,Democratic,868,,0,"3,904"
St. Mary's,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,185,,0,"1,010"
St. Mary's,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,640,,0,"2,760"
St. Mary's,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,22,,0,89
St. Mary's,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,10,,0,49
St. Mary's,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,23,,0,145
St. Mary's,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,77,,0,551
St. Mary's,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,4,,0,47
St. Mary's,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,7,,0,47
St. Mary's,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,20,,0,95
St. Mary's,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,20,,0,183
St. Mary's,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,13,,0,68
St. Mary's,Democratic Candidates ,Ben Cardin,Democratic,820,,0,"3,526"
St. Mary's,Democratic Candidates ,Erik Jetmir,Democratic,23,,0,94
St. Mary's,Democratic Candidates ,Chelsea Manning,Democratic,50,,0,316
St. Mary's,Democratic Candidates ,Marcia H. Morgan,Democratic,39,,0,234
St. Mary's,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,23,,0,139
St. Mary's,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,19,,0,115
St. Mary's,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,41,,0,217
St. Mary's,Democratic Candidates ,Lih Young,Democratic,13,,0,112
St. Mary's,"Representative in Congress

District 5
Republican Candidates ","William A. Devine, III",Republican,529,,0,"2,495"
St. Mary's,"Representative in Congress

District 5
Republican Candidates ",Johnny Rice,Republican,390,,0,"2,011"
St. Mary's,Democratic Candidates ,Dennis L. Fritz,Democratic,165,,0,892
St. Mary's,Democratic Candidates ,Steny H. Hoyer,Democratic,895,,0,"4,065"
St. Mary's,"State Senator

District 29
Republican Candidates ",Jack Bailey,Republican,639,,0,"3,457"
St. Mary's,"State Senator

District 29
Republican Candidates ",Steve Waugh,Republican,566,,0,"2,445"
St. Mary's,Democratic Candidates ,Thomas Brewer,Democratic,835,,0,"3,770"
St. Mary's,"House of Delegates

District 29A
Republican Candidates ",Matt Morgan,Republican,479,,0,"2,363"
St. Mary's,Democratic Candidates ,Roberta Miles Loker,Democratic,358,,0,"1,479"
St. Mary's,"District 29B
Republican Candidates ",Deb Rey,Republican,237,,0,"1,365"
St. Mary's,Democratic Candidates ,Brian M. Crosby,Democratic,271,,0,"1,575"
St. Mary's,"District 29C
Republican Candidates ","Gerald W. ""Jerry"" Clark",Republican,288,,0,"1,225"
St. Mary's,Democratic Candidates ,Julia Margaret Nichols,Democratic,235,,0,881
Somerset,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,483,,0,"1,596"
Somerset,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,29,,0,109
Somerset,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,5,,0,39
Somerset,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,77,,0,263
Somerset,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,12,,0,63
Somerset,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,22,,0,56
Somerset,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,7,,0,24
Somerset,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,15,,0,38
Somerset,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,64,,0,217
Somerset,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,24,,0,76
Somerset,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,305,,0,"1,083"
Somerset,Democratic Candidates ,Peter Franchot,Democratic,232,,0,817
Somerset,"Attorney General

Republican Candidates ",Craig Wolf,Republican,359,,0,"1,243"
Somerset,Democratic Candidates ,Brian E. Frosh,Democratic,215,,0,756
Somerset,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,136,,0,487
Somerset,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,97,,0,306
Somerset,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,2,,0,23
Somerset,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,4,,0,16
Somerset,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,20,,0,71
Somerset,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,54,,0,181
Somerset,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,3,,0,20
Somerset,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,4,,0,23
Somerset,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,10,,0,44
Somerset,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,25,,0,87
Somerset,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,10,,0,30
Somerset,Democratic Candidates ,Ben Cardin,Democratic,212,,0,725
Somerset,Democratic Candidates ,Erik Jetmir,Democratic,2,,0,20
Somerset,Democratic Candidates ,Chelsea Manning,Democratic,24,,0,89
Somerset,Democratic Candidates ,Marcia H. Morgan,Democratic,11,,0,29
Somerset,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,3,,0,21
Somerset,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,9,,0,22
Somerset,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,11,,0,39
Somerset,Democratic Candidates ,Lih Young,Democratic,6,,0,21
Somerset,"Representative in Congress

District 1
Republican Candidates ",Martin Elborn,Republican,35,,0,140
Somerset,"Representative in Congress

District 1
Republican Candidates ",Andy Harris,Republican,465,,0,"1,533"
Somerset,"Representative in Congress

District 1
Republican Candidates ",Lamont Taylor,Republican,15,,0,66
Somerset,Democratic Candidates ,Michael Brown,Democratic,50,,0,175
Somerset,Democratic Candidates ,Jesse Colvin,Democratic,99,,0,384
Somerset,Democratic Candidates ,Allison Galbraith,Democratic,60,,0,163
Somerset,Democratic Candidates ,Erik Lane,Democratic,5,,0,32
Somerset,Democratic Candidates ,Michael Pullen,Democratic,37,,0,100
Somerset,Democratic Candidates ,Steve Worton,Democratic,7,,0,33
Somerset,"State Senator

District 38
Republican Candidates ",Mary Beth Carozza,Republican,416,,0,"1,434"
Somerset,Democratic Candidates ,Jim Mathias,Democratic,244,,0,873
Somerset,"House of Delegates

District 38A
Republican Candidates ",Charles James Otto,Republican,451,,0,"1,546"
Somerset,Democratic Candidates ,"Kirkland J. Hall, Sr.",Democratic,211,,0,785
Somerset,"Judge of the Circuit Court

Judicial Circuit 1
Republican Ballot ",Daniel William Powell,,434,,0,"1,465"
Somerset,Democratic Ballot ,Daniel William Powell,,231,,0,839
Talbot,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,"1,371",,0,"3,772"
Talbot,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,252,,0,538
Talbot,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,28,,0,76
Talbot,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,587,,0,"1,341"
Talbot,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,12,,0,45
Talbot,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,39,,0,77
Talbot,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,95,,0,179
Talbot,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,38,,0,107
Talbot,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,164,,0,332
Talbot,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,117,,0,322
Talbot,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,949,,0,"2,672"
Talbot,Democratic Candidates ,Peter Franchot,Democratic,"1,296",,0,"2,932"
Talbot,"Attorney General

Republican Candidates ",Craig Wolf,Republican,"1,062",,0,"2,952"
Talbot,Democratic Candidates ,Brian E. Frosh,Democratic,"1,249",,0,"2,778"
Talbot,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,278,,0,756
Talbot,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,381,,0,"1,011"
Talbot,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,17,,0,57
Talbot,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,14,,0,43
Talbot,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,88,,0,245
Talbot,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,102,,0,343
Talbot,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,11,,0,38
Talbot,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,20,,0,47
Talbot,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,55,,0,144
Talbot,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,40,,0,81
Talbot,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,15,,0,51
Talbot,Democratic Candidates ,Ben Cardin,Democratic,"1,302",,0,"2,805"
Talbot,Democratic Candidates ,Erik Jetmir,Democratic,9,,0,40
Talbot,Democratic Candidates ,Chelsea Manning,Democratic,40,,0,151
Talbot,Democratic Candidates ,Marcia H. Morgan,Democratic,26,,0,64
Talbot,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,18,,0,71
Talbot,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,11,,0,28
Talbot,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,40,,0,87
Talbot,Democratic Candidates ,Lih Young,Democratic,6,,0,35
Talbot,"Representative in Congress

District 1
Republican Candidates ",Martin Elborn,Republican,169,,0,444
Talbot,"Representative in Congress

District 1
Republican Candidates ",Andy Harris,Republican,"1,075",,0,"2,980"
Talbot,"Representative in Congress

District 1
Republican Candidates ",Lamont Taylor,Republican,65,,0,206
Talbot,Democratic Candidates ,Michael Brown,Democratic,99,,0,261
Talbot,Democratic Candidates ,Jesse Colvin,Democratic,710,,0,"1,575"
Talbot,Democratic Candidates ,Allison Galbraith,Democratic,78,,0,250
Talbot,Democratic Candidates ,Erik Lane,Democratic,8,,0,20
Talbot,Democratic Candidates ,Michael Pullen,Democratic,531,,0,"1,133"
Talbot,Democratic Candidates ,Steve Worton,Democratic,25,,0,58
Talbot,"State Senator

District 37
Republican Candidates ","Adelaide ""Addie"" Eckardt",Republican,"1,261",,0,"3,504"
Talbot,Democratic Candidates ,Holly Wright,Democratic,"1,193",,0,"2,687"
Talbot,"House of Delegates

District 37B
Republican Candidates ","Christopher T. Adams
(Wicomico County)",Republican,709,,0,"1,767"
Talbot,"House of Delegates

District 37B
Republican Candidates ","Mimi Gedamu
(Wicomico County)",Republican,86,,0,317
Talbot,"House of Delegates

District 37B
Republican Candidates ","Keith Graffius
(Dorchester County)",Republican,194,,0,713
Talbot,"House of Delegates

District 37B
Republican Candidates ","Johnny Mautz
(Talbot County)",Republican,"1,264",,0,"3,504"
Talbot,Democratic Candidates ,"Dan O'Hare
(Wicomico County)",Democratic,"1,100",,0,"2,465"
Washington,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,"1,091",,0,"7,610"
Washington,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,261,,0,"1,159"
Washington,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,25,,0,162
Washington,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,393,,0,"2,174"
Washington,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,30,,0,194
Washington,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,39,,0,218
Washington,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,66,,0,311
Washington,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,55,,0,313
Washington,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,83,,0,376
Washington,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,155,,0,877
Washington,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,810,,0,"5,777"
Washington,Democratic Candidates ,Peter Franchot,Democratic,"1,081",,0,"5,350"
Washington,"Attorney General

Republican Candidates ",Craig Wolf,Republican,870,,0,"6,139"
Washington,Democratic Candidates ,Brian E. Frosh,Democratic,"1,057",,0,"5,237"
Washington,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,408,,0,"2,538"
Washington,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,162,,0,"1,202"
Washington,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,10,,0,134
Washington,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,14,,0,71
Washington,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,36,,0,335
Washington,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,103,,0,994
Washington,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,9,,0,91
Washington,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,11,,0,110
Washington,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,47,,0,370
Washington,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,102,,0,638
Washington,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,10,,0,93
Washington,Democratic Candidates ,Ben Cardin,Democratic,985,,0,"4,607"
Washington,Democratic Candidates ,Erik Jetmir,Democratic,20,,0,108
Washington,Democratic Candidates ,Chelsea Manning,Democratic,75,,0,542
Washington,Democratic Candidates ,Marcia H. Morgan,Democratic,38,,0,258
Washington,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,24,,0,215
Washington,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,16,,0,117
Washington,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,38,,0,252
Washington,Democratic Candidates ,Lih Young,Democratic,17,,0,136
Washington,"Representative in Congress

District 6
Republican Candidates ",Kurt Elsasser,Republican,91,,0,742
Washington,"Representative in Congress

District 6
Republican Candidates ",Amie Hoeber,Republican,669,,0,"4,768"
Washington,"Representative in Congress

District 6
Republican Candidates ",Lisa Lloyd,Republican,263,,0,"1,509"
Washington,"Representative in Congress

District 6
Republican Candidates ",Bradley St. Rohrs,Republican,54,,0,427
Washington,Democratic Candidates ,Andrew Duck,Democratic,97,,0,613
Washington,Democratic Candidates ,George English,Democratic,10,,0,52
Washington,Democratic Candidates ,Chris Graves,Democratic,15,,0,109
Washington,Democratic Candidates ,Nadia Hashimi,Democratic,45,,0,371
Washington,Democratic Candidates ,Christopher Hearsey,Democratic,14,,0,107
Washington,Democratic Candidates ,Roger Manno,Democratic,189,,0,818
Washington,Democratic Candidates ,Aruna Miller,Democratic,200,,0,780
Washington,Democratic Candidates ,David Trone,Democratic,674,,0,"3,501"
Washington,"State Senator

District 1
Republican Candidates ",George C. Edwards,Republican,113,,0,"1,179"
Washington,"District 2
Republican Candidates ",Andrew A. Serafini,Republican,902,,0,"5,707"
Washington,"House of Delegates

District 1C
Republican Candidates ",Nicole Alt-Myers,Republican,41,,0,446
Washington,"House of Delegates

District 1C
Republican Candidates ",Jordan Lysczek,Republican,16,,0,136
Washington,"House of Delegates

District 1C
Republican Candidates ",Mike McKay,Republican,78,,0,"1,006"
Washington,"District 2A
Republican Candidates ",Neil C. Parrott,Republican,631,,0,"4,475"
Washington,"District 2A
Republican Candidates ",William Joseph Wivell,Republican,569,,0,"3,901"
Washington,"District 2B
Republican Candidates ",Paul D. Corderman,Republican,233,,0,"1,080"
Washington,Democratic Candidates ,"Peter E. Perini, Sr.",Democratic,322,,0,"1,450"
Washington,"Judge of the Circuit Court

Judicial Circuit 4
Republican Ballot ",Mark K. Boyer,,849,,0,"5,866"
Washington,"Judge of the Circuit Court

Judicial Circuit 4
Republican Ballot ",Brett Wilson,,898,,0,"5,803"
Washington,Democratic Ballot ,Mark K. Boyer,,915,,0,"4,550"
Washington,Democratic Ballot ,Brett Wilson,,903,,0,"4,434"
Wicomico,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,742,,0,"3,583"
Wicomico,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,150,,0,587
Wicomico,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,32,,0,118
Wicomico,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,429,,0,"1,585"
Wicomico,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,54,,0,303
Wicomico,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,35,,0,143
Wicomico,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,65,,0,199
Wicomico,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,50,,0,205
Wicomico,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,245,,0,866
Wicomico,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,102,,0,413
Wicomico,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,554,,0,"2,804"
Wicomico,Democratic Candidates ,Peter Franchot,Democratic,"1,057",,0,"3,940"
Wicomico,"Attorney General

Republican Candidates ",Craig Wolf,Republican,622,,0,"3,027"
Wicomico,Democratic Candidates ,Brian E. Frosh,Democratic,"1,022",,0,"3,816"
Wicomico,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,197,,0,828
Wicomico,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,194,,0,918
Wicomico,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,15,,0,76
Wicomico,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,9,,0,36
Wicomico,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,28,,0,156
Wicomico,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,96,,0,626
Wicomico,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,5,,0,32
Wicomico,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,9,,0,43
Wicomico,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,28,,0,149
Wicomico,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,29,,0,146
Wicomico,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,18,,0,83
Wicomico,Democratic Candidates ,Ben Cardin,Democratic,972,,0,"3,433"
Wicomico,Democratic Candidates ,Erik Jetmir,Democratic,19,,0,63
Wicomico,Democratic Candidates ,Chelsea Manning,Democratic,63,,0,370
Wicomico,Democratic Candidates ,Marcia H. Morgan,Democratic,46,,0,176
Wicomico,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,27,,0,146
Wicomico,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,21,,0,91
Wicomico,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,42,,0,204
Wicomico,Democratic Candidates ,Lih Young,Democratic,18,,0,98
Wicomico,"Representative in Congress

District 1
Republican Candidates ",Martin Elborn,Republican,84,,0,385
Wicomico,"Representative in Congress

District 1
Republican Candidates ",Andy Harris,Republican,636,,0,"3,111"
Wicomico,"Representative in Congress

District 1
Republican Candidates ",Lamont Taylor,Republican,36,,0,179
Wicomico,Democratic Candidates ,Michael Brown,Democratic,176,,0,774
Wicomico,Democratic Candidates ,Jesse Colvin,Democratic,520,,0,"1,867"
Wicomico,Democratic Candidates ,Allison Galbraith,Democratic,270,,0,"1,145"
Wicomico,Democratic Candidates ,Erik Lane,Democratic,17,,0,85
Wicomico,Democratic Candidates ,Michael Pullen,Democratic,169,,0,528
Wicomico,Democratic Candidates ,Steve Worton,Democratic,26,,0,94
Wicomico,"State Senator

District 37
Republican Candidates ","Adelaide ""Addie"" Eckardt",Republican,325,,0,"1,569"
Wicomico,Democratic Candidates ,Holly Wright,Democratic,496,,0,"1,875"
Wicomico,"District 38
Republican Candidates ",Mary Beth Carozza,Republican,354,,0,"1,788"
Wicomico,Democratic Candidates ,Jim Mathias,Democratic,552,,0,"2,034"
Wicomico,"House of Delegates

District 37A
Republican Candidates ",Frank E. Cooke,Republican,79,,0,317
Wicomico,Democratic Candidates ,"Charles Cephas, Sr.",Democratic,38,,0,156
Wicomico,Democratic Candidates ,Sheree Sample-Hughes,Democratic,299,,0,"1,167"
Wicomico,"District 37B
Republican Candidates ","Christopher T. Adams
(Wicomico County)",Republican,201,,0,"1,016"
Wicomico,"District 37B
Republican Candidates ","Mimi Gedamu
(Wicomico County)",Republican,57,,0,199
Wicomico,"District 37B
Republican Candidates ","Keith Graffius
(Dorchester County)",Republican,24,,0,131
Wicomico,"District 37B
Republican Candidates ","Johnny Mautz
(Talbot County)",Republican,173,,0,983
Wicomico,Democratic Candidates ,"Dan O'Hare
(Wicomico County)",Democratic,230,,0,840
Wicomico,"District 38B
Republican Candidates ","Carl Anderton, Jr.",Republican,273,,0,"1,278"
Wicomico,"District 38C
Republican Candidates ",Wayne A. Hartman,Republican,48,,0,323
Wicomico,"District 38C
Republican Candidates ",Joe Schanno,Republican,30,,0,147
Wicomico,"District 38C
Republican Candidates ",Jim Shaffer,Republican,1,,0,24
Wicomico,"District 38C
Republican Candidates ",Ed Tinus,Republican,7,,0,39
Wicomico,"Judge of the Circuit Court

Judicial Circuit 1
Republican Ballot ",Kathleen L. Beckstead,,580,,0,"2,721"
Wicomico,"Judge of the Circuit Court

Judicial Circuit 1
Republican Ballot ",Matthew A. Maciarello,,648,,0,"3,072"
Wicomico,Democratic Ballot ,Kathleen L. Beckstead,,968,,0,"3,531"
Wicomico,Democratic Ballot ,Matthew A. Maciarello,,903,,0,"3,239"
Worcester,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,"1,145",,0,"4,914"
Worcester,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,123,,0,466
Worcester,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,11,,0,82
Worcester,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,343,,0,"1,046"
Worcester,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,15,,0,102
Worcester,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,16,,0,101
Worcester,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,32,,0,110
