county,race,party,candidate,votes
Dunklin,State Auditor,Republican,David Wasinger,544
Dunklin,State Auditor,Republican,Paul Curtman,654
Dunklin,State Auditor,Republican,Saundra McDowell,"1,445"
Dunklin,State Auditor,Democratic,Nicole Galloway,583
Dunklin,State Auditor,Libertarian,Sean O'Toole,2
Dunklin,State Auditor,Green,Don Fitz,2
Dunklin,State Auditor,Constitution,Jacob Luetkemeyer,0
Dunklin,U.S. Representative - District 8,Republican,Jason Smith,"3,959"
Dunklin,U.S. Representative - District 8,Democratic,Kathy Ellis,601
Dunklin,U.S. Representative - District 8,Libertarian,Jonathan L. Shell,2
Dunklin,State Representative - District 150,Republican,Andrew McDaniel,"3,090"
Dunklin,State Representative - District 150,Democratic,Josh Rittenberry,377
Dunklin,State Representative - District 152,Republican,Hardy Billington,805
Dunklin,State Representative - District 152,Democratic,Robert L. Smith,201
Dunklin,Circuit Judge - Circuit 35,Republican,Robert (Rob) Mayer,"3,933"
Franklin,U.S. Senator,Republican,Tony Monetti,"2,092"
Franklin,U.S. Senator,Republican,Austin Petersen,"1,498"
Franklin,U.S. Senator,Republican,Josh Hawley,"9,369"
Franklin,U.S. Senator,Republican,Fred Ryman,253
Franklin,U.S. Senator,Republican,Christina Smith,"1,399"
Franklin,U.S. Senator,Republican,Kristi Nichols,"1,626"
Franklin,U.S. Senator,Republican,Bradley Krembs,178
Franklin,U.S. Senator,Republican,Ken Patterson,772
Franklin,U.S. Senator,Republican,Brian G. Hagg,253
Franklin,U.S. Senator,Republican,Courtland Sykes,603
Franklin,U.S. Senator,Republican,Peter Pfeifer,618
Franklin,U.S. Senator,Democratic,Carla (Coffee) Wright,338
Franklin,U.S. Senator,Democratic,Angelica Earl,171
Franklin,U.S. Senator,Democratic,Leonard Joseph Steinman II,116
Franklin,U.S. Senator,Democratic,John Hogan,330
Franklin,U.S. Senator,Democratic,Travis Gonzalez,91
Franklin,U.S. Senator,Democratic,David Faust,258
Franklin,U.S. Senator,Democratic,Claire McCaskill,"6,356"
Franklin,U.S. Senator,Libertarian,Japheth Campbell,70
Franklin,U.S. Senator,Green,Jo Crain,11
Franklin,U.S. Senator,Green,Jerome Bauer,18
Franklin,State Auditor,Republican,Kevin M. Roach,"2,203"
Franklin,State Auditor,Republican,David Wasinger,"3,072"
Franklin,State Auditor,Republican,Paul Curtman,"9,063"
Franklin,State Auditor,Republican,Saundra McDowell,"3,742"
Franklin,State Auditor,Democratic,Nicole Galloway,"6,534"
Franklin,State Auditor,Libertarian,Sean O'Toole,71
Franklin,State Auditor,Green,Don Fitz,26
Franklin,State Auditor,Constitution,Jacob Luetkemeyer,19
Franklin,U.S. Representative - District 3,Republican,Chadwick Bicknell,"3,779"
Franklin,U.S. Representative - District 3,Republican,Blaine Luetkemeyer,"15,269"
Franklin,U.S. Representative - District 3,Democratic,Katy Geppert,"6,505"
Franklin,U.S. Representative - District 3,Libertarian,Donald V. Stolle,69
Franklin,State Senator - District 26,Republican,Dave Schatz,"16,494"
Franklin,State Senator - District 26,Democratic,John Kiehne,"6,396"
Franklin,State Representative - District 61,Republican,Aaron D. Griesheimer,"4,805"
Franklin,State Representative - District 61,Democratic,Pamela A. Menefee,"1,453"
Franklin,State Representative - District 109,Republican,John Simmons,"2,868"
Franklin,State Representative - District 109,Republican,Bob Oreskovic,"2,421"
Franklin,State Representative - District 109,Republican,Kevin Juergens,"2,196"
Franklin,State Representative - District 109,Democratic,James Cordrey,"2,267"
Franklin,State Representative - District 110,Republican,Dottie Bailey,508
Franklin,State Representative - District 110,Republican,Matt Doell,415
Franklin,State Representative - District 110,Democratic,Cody Kelley,566
Franklin,State Representative - District 119,Republican,Nate Tate,"4,840"
Franklin,State Representative - District 119,Democratic,Marcie Nichols,"2,171"
Franklin,Circuit Judge - Circuit 20 Division 1,Republican,Craig E. Hellmann,"16,309"
Gasconade,U.S. Senator,Republican,Tony Monetti,351
Gasconade,U.S. Senator,Republican,Austin Petersen,186
Gasconade,U.S. Senator,Republican,Josh Hawley,"1,521"
Gasconade,U.S. Senator,Republican,Fred Ryman,30
Gasconade,U.S. Senator,Republican,Christina Smith,142
Gasconade,U.S. Senator,Republican,Kristi Nichols,177
Gasconade,U.S. Senator,Republican,Bradley Krembs,19
Gasconade,U.S. Senator,Republican,Ken Patterson,111
Gasconade,U.S. Senator,Republican,Brian G. Hagg,28
Gasconade,U.S. Senator,Republican,Courtland Sykes,39
Gasconade,U.S. Senator,Republican,Peter Pfeifer,92
Gasconade,U.S. Senator,Democratic,Carla (Coffee) Wright,33
Gasconade,U.S. Senator,Democratic,Angelica Earl,18
Gasconade,U.S. Senator,Democratic,Leonard Joseph Steinman II,14
Gasconade,U.S. Senator,Democratic,John Hogan,23
Gasconade,U.S. Senator,Democratic,Travis Gonzalez,7
Gasconade,U.S. Senator,Democratic,David Faust,23
Gasconade,U.S. Senator,Democratic,Claire McCaskill,742
Gasconade,U.S. Senator,Libertarian,Japheth Campbell,9
Gasconade,U.S. Senator,Green,Jo Crain,5
Gasconade,U.S. Senator,Green,Jerome Bauer,0
Gasconade,State Auditor,Republican,Kevin M. Roach,385
Gasconade,State Auditor,Republican,David Wasinger,591
Gasconade,State Auditor,Republican,Paul Curtman,875
Gasconade,State Auditor,Republican,Saundra McDowell,626
Gasconade,State Auditor,Democratic,Nicole Galloway,674
Gasconade,State Auditor,Libertarian,Sean O'Toole,10
Gasconade,State Auditor,Green,Don Fitz,5
Gasconade,State Auditor,Constitution,Jacob Luetkemeyer,4
Gasconade,U.S. Representative - District 3,Republican,Chadwick Bicknell,388
Gasconade,U.S. Representative - District 3,Republican,Blaine Luetkemeyer,"2,405"
Gasconade,U.S. Representative - District 3,Democratic,Katy Geppert,668
Gasconade,U.S. Representative - District 3,Libertarian,Donald V. Stolle,9
Gasconade,State Senator - District 6,Republican,Mike Bernskoetter,"2,164"
Gasconade,State Senator - District 6,Democratic,Bryan Struebig,223
Gasconade,State Senator - District 6,Democratic,Nicole Thompson,343
Gasconade,State Senator - District 6,Democratic,Mollie Kristen Freebairn,166
Gasconade,State Senator - District 6,Libertarian,Steven Wilson,10
Gasconade,State Representative - District 61,Republican,Aaron D. Griesheimer,"1,032"
Gasconade,State Representative - District 61,Democratic,Pamela A. Menefee,284
Gasconade,State Representative - District 62,Republican,Tom Hurst,"1,360"
Gasconade,State Representative - District 62,Democratic,Ashley D. Fajkowski,398
Gasconade,Circuit Judge - Circuit 20 Division 1,Republican,Craig E. Hellmann,"2,213"
Gentry,U.S. Senator,Republican,Tony Monetti,213
Gentry,U.S. Senator,Republican,Austin Petersen,91
Gentry,U.S. Senator,Republican,Josh Hawley,670
Gentry,U.S. Senator,Republican,Fred Ryman,19
Gentry,U.S. Senator,Republican,Christina Smith,134
Gentry,U.S. Senator,Republican,Kristi Nichols,147
Gentry,U.S. Senator,Republican,Bradley Krembs,17
Gentry,U.S. Senator,Republican,Ken Patterson,87
Gentry,U.S. Senator,Republican,Brian G. Hagg,52
Gentry,U.S. Senator,Republican,Courtland Sykes,22
Gentry,U.S. Senator,Republican,Peter Pfeifer,54
Gentry,U.S. Senator,Democratic,Carla (Coffee) Wright,13
Gentry,U.S. Senator,Democratic,Angelica Earl,6
Gentry,U.S. Senator,Democratic,Leonard Joseph Steinman II,6
Gentry,U.S. Senator,Democratic,John Hogan,18
Gentry,U.S. Senator,Democratic,Travis Gonzalez,5
Gentry,U.S. Senator,Democratic,David Faust,5
Gentry,U.S. Senator,Democratic,Claire McCaskill,177
Gentry,U.S. Senator,Libertarian,Japheth Campbell,0
Gentry,U.S. Senator,Green,Jo Crain,0
Gentry,U.S. Senator,Green,Jerome Bauer,0
Gentry,State Auditor,Republican,Kevin M. Roach,407
Gentry,State Auditor,Republican,David Wasinger,234
Gentry,State Auditor,Republican,Paul Curtman,159
Gentry,State Auditor,Republican,Saundra McDowell,544
Gentry,State Auditor,Democratic,Nicole Galloway,194
Gentry,State Auditor,Libertarian,Sean O'Toole,0
Gentry,State Auditor,Green,Don Fitz,0
Gentry,State Auditor,Constitution,Jacob Luetkemeyer,5
Gentry,U.S. Representative - District 6,Republican,Sam Graves,"1,449"
Gentry,U.S. Representative - District 6,Democratic,Winston Apple,46
Gentry,U.S. Representative - District 6,Democratic,Henry Robert Martin,82
Gentry,U.S. Representative - District 6,Democratic,Ed Andres,76
Gentry,U.S. Representative - District 6,Libertarian,Dan Hogan,0
Gentry,State Senator - District 12,Republican,Dan Hegeman,"1,473"
Gentry,State Senator - District 12,Democratic,Terry Richard,197
Gentry,State Representative - District 2,Republican,J. Eggleston,"1,288"
Gentry,State Representative - District 2,Republican,Amy Babcock,321
Gentry,Circuit Judge - Circuit 4,Republican,Roger Prokes,"1,369"
Greene,U.S. Senator,Republican,Tony Monetti,"2,273"
Greene,U.S. Senator,Republican,Austin Petersen,"3,046"
Greene,U.S. Senator,Republican,Josh Hawley,"20,829"
Greene,U.S. Senator,Republican,Fred Ryman,318
Greene,U.S. Senator,Republican,Christina Smith,"1,507"
Greene,U.S. Senator,Republican,Kristi Nichols,"2,873"
Greene,U.S. Senator,Republican,Bradley Krembs,178
Greene,U.S. Senator,Republican,Ken Patterson,878
Greene,U.S. Senator,Republican,Brian G. Hagg,227
Greene,U.S. Senator,Republican,Courtland Sykes,795
Greene,U.S. Senator,Republican,Peter Pfeifer,697
Greene,U.S. Senator,Democratic,Carla (Coffee) Wright,812
Greene,U.S. Senator,Democratic,Angelica Earl,572
Greene,U.S. Senator,Democratic,Leonard Joseph Steinman II,128
Greene,U.S. Senator,Democratic,John Hogan,314
Greene,U.S. Senator,Democratic,Travis Gonzalez,254
Greene,U.S. Senator,Democratic,David Faust,331
Greene,U.S. Senator,Democratic,Claire McCaskill,"17,225"
Greene,U.S. Senator,Libertarian,Japheth Campbell,470
Greene,U.S. Senator,Green,Jo Crain,112
Greene,U.S. Senator,Green,Jerome Bauer,89
Greene,State Auditor,Republican,Kevin M. Roach,"5,332"
Greene,State Auditor,Republican,David Wasinger,"11,554"
Greene,State Auditor,Republican,Paul Curtman,"4,371"
Greene,State Auditor,Republican,Saundra McDowell,"9,353"
Greene,State Auditor,Democratic,Nicole Galloway,"17,739"
Greene,State Auditor,Libertarian,Sean O'Toole,469
Greene,State Auditor,Green,Don Fitz,194
Greene,State Auditor,Constitution,Jacob Luetkemeyer,115
Greene,U.S. Representative - District 7,Republican,Billy Long,"21,361"
Greene,U.S. Representative - District 7,Republican,Lance Norris,"3,672"
Greene,U.S. Representative - District 7,Republican,Benjamin Holcomb,"2,204"
Greene,U.S. Representative - District 7,Republican,Jim Evans,"6,749"
Greene,U.S. Representative - District 7,Democratic,Vince Jennings,"2,309"
Greene,U.S. Representative - District 7,Democratic,John Farmer de la Torre,"3,746"
Greene,U.S. Representative - District 7,Democratic,Jamie Daniel Schoolcraft,"8,382"
Greene,U.S. Representative - District 7,Democratic,Kenneth Hatfield,"3,097"
Greene,U.S. Representative - District 7,Libertarian,Benjamin T. Brixey,475
Greene,State Senator - District 20,Republican,Eric W. Burlison,"14,466"
Greene,State Senator - District 20,Democratic,Jim Billedo,"5,201"
Greene,State Senator - District 30,Republican,Lincoln Hough,"15,597"
Greene,State Senator - District 30,Democratic,Charlie Norr,"12,367"
Greene,State Representative - District 130,Republican,Jeff Messenger,"4,327"
Greene,State Representative - District 130,Democratic,Tyler Gunlock,"1,582"
Greene,State Representative - District 131,Republican,Sonya Murray Anderson,"3,850"
Greene,State Representative - District 131,Democratic,Nate Branscom,"1,873"
Greene,State Representative - District 132,Republican,Laurel Youmans,224
Greene,State Representative - District 132,Republican,Sarah Semple,572
Greene,State Representative - District 132,Republican,Michael Phillips,543
Greene,State Representative - District 132,Democratic,Crystal Quade,"1,865"
Greene,State Representative - District 133,Republican,Curtis D. Trent,"4,237"
Greene,State Representative - District 133,Democratic,Cindy Slimp,"2,227"
Greene,State Representative - District 134,Republican,Elijah Haahr,"3,031"
Greene,State Representative - District 134,Republican,Daniel Romine,"1,041"
Greene,State Representative - District 134,Democratic,Derrick Nowlin,"2,626"
Greene,State Representative - District 135,Republican,Deshon Porter,406
Greene,State Representative - District 135,Republican,Steve Helms,"3,031"
Greene,State Representative - District 135,Republican,Dennis Lee Chilton,349
Greene,State Representative - District 135,Democratic,Rob Bailey,"3,282"
Greene,State Representative - District 136,Republican,J. Craig Fishel,"5,868"
Greene,State Representative - District 136,Democratic,Jeff Munzinger,"3,106"
Greene,State Representative - District 137,Republican,Georjene Tilton,"1,704"
Greene,State Representative - District 137,Republican,John F. Black,"1,951"
Greene,State Representative - District 137,Democratic,Raymond Lampert,"1,058"
Grundy,U.S. Senator,Republican,Tony Monetti,211
Grundy,U.S. Senator,Republican,Austin Petersen,89
Grundy,U.S. Senator,Republican,Josh Hawley,967
Grundy,U.S. Senator,Republican,Fred Ryman,20
Grundy,U.S. Senator,Republican,Christina Smith,95
Grundy,U.S. Senator,Republican,Kristi Nichols,127
Grundy,U.S. Senator,Republican,Bradley Krembs,12
Grundy,U.S. Senator,Republican,Ken Patterson,56
Grundy,U.S. Senator,Republican,Brian G. Hagg,21
Grundy,U.S. Senator,Republican,Courtland Sykes,41
Grundy,U.S. Senator,Republican,Peter Pfeifer,61
Grundy,U.S. Senator,Democratic,Carla (Coffee) Wright,15
Grundy,U.S. Senator,Democratic,Angelica Earl,11
Grundy,U.S. Senator,Democratic,Leonard Joseph Steinman II,0
Grundy,U.S. Senator,Democratic,John Hogan,9
Grundy,U.S. Senator,Democratic,Travis Gonzalez,5
Grundy,U.S. Senator,Democratic,David Faust,4
Grundy,U.S. Senator,Democratic,Claire McCaskill,242
Grundy,U.S. Senator,Libertarian,Japheth Campbell,3
Grundy,U.S. Senator,Green,Jo Crain,1
Grundy,U.S. Senator,Green,Jerome Bauer,0
Grundy,State Auditor,Republican,Kevin M. Roach,458
Grundy,State Auditor,Republican,David Wasinger,293
Grundy,State Auditor,Republican,Paul Curtman,208
Grundy,State Auditor,Republican,Saundra McDowell,556
Grundy,State Auditor,Democratic,Nicole Galloway,236
Grundy,State Auditor,Libertarian,Sean O'Toole,3
Grundy,State Auditor,Green,Don Fitz,1
Grundy,State Auditor,Constitution,Jacob Luetkemeyer,1
Grundy,U.S. Representative - District 6,Republican,Sam Graves,"1,666"
Grundy,U.S. Representative - District 6,Democratic,Winston Apple,91
Grundy,U.S. Representative - District 6,Democratic,Henry Robert Martin,105
Grundy,U.S. Representative - District 6,Democratic,Ed Andres,63
Grundy,U.S. Representative - District 6,Libertarian,Dan Hogan,3
Grundy,State Senator - District 12,Republican,Dan Hegeman,"1,501"
Grundy,State Senator - District 12,Democratic,Terry Richard,246
Grundy,State Representative - District 7,Republican,Rusty Black,"1,683"
Grundy,State Representative - District 7,Democratic,Dennis VanDyke,251
Grundy,Circuit Judge - Circuit 3,Republican,Tom Alley,"1,419"
Harrison,U.S. Senator,Republican,Tony Monetti,132
Harrison,U.S. Senator,Republican,Austin Petersen,86
Harrison,U.S. Senator,Republican,Josh Hawley,803
Harrison,U.S. Senator,Republican,Fred Ryman,25
Harrison,U.S. Senator,Republican,Christina Smith,74
Harrison,U.S. Senator,Republican,Kristi Nichols,115
Harrison,U.S. Senator,Republican,Bradley Krembs,13
Harrison,U.S. Senator,Republican,Ken Patterson,49
Harrison,U.S. Senator,Republican,Brian G. Hagg,18
Harrison,U.S. Senator,Republican,Courtland Sykes,23
Harrison,U.S. Senator,Republican,Peter Pfeifer,36
Harrison,U.S. Senator,Democratic,Carla (Coffee) Wright,10
Harrison,U.S. Senator,Democratic,Angelica Earl,3
Harrison,U.S. Senator,Democratic,Leonard Joseph Steinman II,3
Harrison,U.S. Senator,Democratic,John Hogan,5
Harrison,U.S. Senator,Democratic,Travis Gonzalez,3
Harrison,U.S. Senator,Democratic,David Faust,7
Harrison,U.S. Senator,Democratic,Claire McCaskill,147
Harrison,U.S. Senator,Libertarian,Japheth Campbell,2
Harrison,U.S. Senator,Green,Jo Crain,0
Harrison,U.S. Senator,Green,Jerome Bauer,0
Harrison,State Auditor,Republican,Kevin M. Roach,384
Harrison,State Auditor,Republican,David Wasinger,210
Harrison,State Auditor,Republican,Paul Curtman,181
Harrison,State Auditor,Republican,Saundra McDowell,433
Harrison,State Auditor,Democratic,Nicole Galloway,145
Harrison,State Auditor,Libertarian,Sean O'Toole,2
Harrison,State Auditor,Green,Don Fitz,0
Harrison,State Auditor,Constitution,Jacob Luetkemeyer,1
Harrison,U.S. Representative - District 6,Republican,Sam Graves,"1,368"
Harrison,U.S. Representative - District 6,Democratic,Winston Apple,55
Harrison,U.S. Representative - District 6,Democratic,Henry Robert Martin,56
Harrison,U.S. Representative - District 6,Democratic,Ed Andres,48
Harrison,U.S. Representative - District 6,Libertarian,Dan Hogan,2
Harrison,State Senator - District 12,Republican,Dan Hegeman,"1,232"
Harrison,State Senator - District 12,Democratic,Terry Richard,144
Harrison,State Representative - District 2,Republican,J. Eggleston,"1,158"
Harrison,State Representative - District 2,Republican,Amy Babcock,266
Harrison,Circuit Judge - Circuit 3,Republican,Tom Alley,"1,408"
Henry,U.S. Senator,Republican,Tony Monetti,635
Henry,U.S. Senator,Republican,Austin Petersen,200
Henry,U.S. Senator,Republican,Josh Hawley,"2,125"
Henry,U.S. Senator,Republican,Fred Ryman,51
Henry,U.S. Senator,Republican,Christina Smith,242
Henry,U.S. Senator,Republican,Kristi Nichols,522
Henry,U.S. Senator,Republican,Bradley Krembs,31
Henry,U.S. Senator,Republican,Ken Patterson,105
Henry,U.S. Senator,Republican,Brian G. Hagg,41
Henry,U.S. Senator,Republican,Courtland Sykes,57
Henry,U.S. Senator,Republican,Peter Pfeifer,112
Henry,U.S. Senator,Democratic,Carla (Coffee) Wright,81
Henry,U.S. Senator,Democratic,Angelica Earl,36
Henry,U.S. Senator,Democratic,Leonard Joseph Steinman II,21
Henry,U.S. Senator,Democratic,John Hogan,51
Henry,U.S. Senator,Democratic,Travis Gonzalez,23
Henry,U.S. Senator,Democratic,David Faust,34
Henry,U.S. Senator,Democratic,Claire McCaskill,851
Henry,U.S. Senator,Libertarian,Japheth Campbell,6
Henry,U.S. Senator,Green,Jo Crain,0
Henry,U.S. Senator,Green,Jerome Bauer,1
Henry,State Auditor,Republican,Kevin M. Roach,907
Henry,State Auditor,Republican,David Wasinger,614
Henry,State Auditor,Republican,Paul Curtman,431
Henry,State Auditor,Republican,Saundra McDowell,"1,656"
Henry,State Auditor,Democratic,Nicole Galloway,969
Henry,State Auditor,Libertarian,Sean O'Toole,6
Henry,State Auditor,Green,Don Fitz,1
Henry,State Auditor,Constitution,Jacob Luetkemeyer,5
